Country,Region,Year,Life_expectancy,Schooling,Infant_deaths,Under_five_deaths,Adult_mortality,GDP_per_capita,Economy_status_Developed,Economy_status_Developing
United Kingdom,Rest of Europe,2014,81.3,12.7,3.9,4.5,68.7755,44596,1,0
United States,North America,2014,78.8,13.3,5.9,6.9,105.6355,55675,1,0
Cabo Verde,Africa,2002,69.6,3.8,26.3,31.6,141.6955,2053,0,1
Luxembourg,European Union,2003,77.7,10.9,3.1,3.8,87.4675,97598,1,0
Chile,South America,2006,77.9,9.5,7.6,9.0,100.081,10714,0,1
Cambodia,Asia,2008,65.4,3.9,43.2,51.3,202.626,867,0,1
Iceland,Rest of Europe,2005,81.5,10.0,2.6,3.2,58.873,48851,1,0
Myanmar,Asia,2004,61.3,3.5,59.1,79.7,228.498,481,0,1
Bulgaria,European Union,2009,73.4,10.6,9.3,11.1,145.527,6289,1,0
Russian Federation,Rest of Europe,2005,65.5,11.4,11.1,13.8,318.6295,7323,0,1
Norway,Rest of Europe,2000,78.6,12.0,3.9,4.9,83.859,67438,1,0
"Iran, Islamic Rep.",Middle East,2013,75.2,9.8,14.4,16.8,85.1195,5157,0,1
Chad,Africa,2006,48.9,1.6,90.8,163.3,401.3725,657,0,1
Liberia,Africa,2012,60.7,4.3,68.3,94.2,258.0005,713,0,1
"Yemen, Rep.",Middle East,2000,60.7,1.2,68.8,95.0,253.0155,2384,0,1
Croatia,European Union,2012,76.9,11.0,4.4,5.2,98.132,11547,1,0
Liberia,Africa,2008,58.2,4.0,77.2,108.2,276.8845,626,0,1
Iceland,Rest of Europe,2000,79.7,9.4,3.2,4.1,78.916,42175,1,0
Saudi Arabia,Middle East,2012,74.3,9.4,9.3,10.8,91.4105,20250,0,1
Algeria,Africa,2004,72.6,6.7,30.1,35.1,123.162,3593,0,1
Haiti,Central America and Caribbean,2000,57.1,3.8,74.5,103.9,305.806,1316,0,1
Russian Federation,Rest of Europe,2002,65.1,11.4,13.8,17.2,316.457,5910,0,1
"Micronesia, Fed. Sts.",Oceania,2011,66.6,7.4,26.8,32.3,170.0125,3167,0,1
Cameroon,Africa,2001,51.2,4.9,85.8,140.9,410.6215,1124,0,1
Indonesia,Asia,2010,69.2,7.4,27.9,33.8,184.039,2720,0,1
Australia,Oceania,2013,82.1,12.6,3.5,4.1,60.215,55724,1,0
"Egypt, Arab Rep.",Africa,2008,70.0,6.2,26.0,31.3,165.137,3291,0,1
Austria,European Union,2005,79.3,9.9,4.1,4.9,83.48,41281,1,0
North Macedonia,Rest of Europe,2009,74.4,8.9,9.7,11.0,108.3685,4208,0,1
France,European Union,2007,81.1,10.7,3.2,4.4,87.7925,36468,1,0
Samoa,Oceania,2014,72.5,10.3,16.1,18.7,114.527,3932,0,1
Angola,Africa,2013,58.1,4.9,63.7,98.5,249.2235,3169,0,1
Bosnia and Herzegovina,Rest of Europe,2015,76.9,9.0,5.4,6.3,96.067,4730,0,1
China,Asia,2012,75.0,7.5,10.6,13.5,88.5285,6592,0,1
Benin,Africa,2014,60.3,3.3,64.4,99.8,245.6915,1088,0,1
Ethiopia,Africa,2014,64.5,2.5,45.2,65.9,229.3955,596,0,1
Mali,Africa,2010,55.3,2.0,76.7,130.3,285.833,732,0,1
North Macedonia,Rest of Europe,2000,72.9,6.5,14.3,16.0,123.006,3283,0,1
Uruguay,South America,2009,76.6,8.4,9.7,11.2,113.037,12496,0,1
Bangladesh,Asia,2009,69.5,4.8,40.7,51.8,143.4765,932,0,1
South Africa,Africa,2009,56.5,10.1,38.4,60.3,473.875,5992,0,1
Comoros,Africa,2005,60.1,3.1,69.8,96.7,261.5155,1182,0,1
Central African Republic,Africa,2012,48.6,3.8,94.5,136.2,453.1605,576,0,1
South Africa,Africa,2005,53.4,8.9,49.4,78.8,508.6085,5588,0,1
Ecuador,South America,2010,75.1,7.9,16.3,19.0,133.788,5324,0,1
Tunisia,Africa,2001,73.4,5.1,23.4,27.9,109.8335,2965,0,1
France,European Union,2002,79.3,10.1,3.7,5.1,98.657,34152,1,0
Peru,South America,2014,75.5,9.4,12.7,16.4,125.6385,6109,0,1
Brunei Darussalam,Asia,2015,75.3,9.0,8.8,10.6,88.093,31164,0,1
Ireland,European Union,2002,77.6,11.2,5.5,6.5,86.879,44919,1,0
Central African Republic,Africa,2003,44.2,3.1,107.7,164.2,542.026,442,0,1
Timor-Leste,Oceania,2001,59.9,2.8,80.6,102.1,259.1975,1075,0,1
Cote d'Ivoire,Africa,2003,49.6,3.5,89.6,133.1,461.2065,1567,0,1
Lesotho,Africa,2000,47.7,4.9,70.0,106.9,568.77,715,0,1
Trinidad and Tobago,Central America and Caribbean,2013,72.6,10.8,18.4,20.6,171.224,18441,0,1
Senegal,Africa,2003,59.3,2.4,59.2,107.0,246.5465,1093,0,1
Bulgaria,European Union,2012,74.3,10.8,8.2,9.8,135.0865,6694,1,0
United Kingdom,Rest of Europe,2015,81.0,12.8,3.8,4.5,69.3335,45405,1,0
France,European Union,2012,82.0,11.0,3.1,4.1,80.3445,36183,1,0
Portugal,European Union,2012,80.4,8.5,3.0,3.7,80.7525,18655,1,0
Lesotho,Africa,2002,44.9,5.1,71.2,110.7,642.4155,747,0,1
Guatemala,Central America and Caribbean,2008,70.8,4.3,30.8,37.8,185.0735,3621,0,1
Slovak Republic,European Union,2010,75.1,11.6,5.8,7.0,121.948,14526,1,0
Sierra Leone,Africa,2001,40.4,2.4,135.6,219.4,519.6305,364,0,1
Somalia,Africa,2012,54.7,2.1,91.0,147.8,320.8515,331,0,1
Seychelles,Africa,2009,73.1,8.0,12.0,14.0,157.0575,11973,0,1
Algeria,Africa,2007,73.9,7.2,26.4,30.7,110.033,3828,0,1
Niger,Africa,2015,60.6,1.8,51.8,93.8,249.086,484,0,1
Malta,European Union,2012,80.7,10.8,5.8,6.6,54.218,21222,1,0
"Egypt, Arab Rep.",Africa,2003,69.1,5.3,32.0,39.4,172.614,2699,0,1
Libya,Africa,2012,71.9,7.3,12.9,15.0,138.3255,12386,0,1
Armenia,Rest of Europe,2015,74.5,11.6,12.6,14.1,125.4875,3607,0,1
Suriname,South America,2012,70.9,7.9,19.6,22.0,174.3515,9502,0,1
Mexico,North America,2012,75.0,8.6,15.4,17.9,115.0265,9280,0,1
Guinea-Bissau,Africa,2000,50.4,2.3,105.0,173.8,304.371,577,0,1
Fiji,Oceania,2005,66.3,9.2,19.7,23.1,210.0095,4570,0,1
Qatar,Middle East,2009,78.9,9.2,8.0,9.4,60.075,59091,0,1
Bangladesh,Asia,2008,69.1,4.8,42.7,54.7,145.5585,897,0,1
Philippines,Asia,2003,68.9,8.0,27.3,35.5,212.4255,1931,0,1
Maldives,Asia,2012,76.7,5.5,10.4,12.1,74.337,8733,0,1
Uganda,Africa,2006,52.8,4.6,61.6,99.6,420.308,655,0,1
"Bahamas, The",Central America and Caribbean,2005,72.0,10.9,14.4,16.8,178.7335,35649,0,1
Malaysia,Asia,2007,73.9,8.8,6.9,8.1,129.098,7850,0,1
Togo,Africa,2012,58.7,4.4,55.2,83.5,282.047,519,0,1
Turkmenistan,Asia,2003,64.4,9.9,49.2,58.6,226.9195,2398,0,1
Barbados,Central America and Caribbean,2003,77.7,9.1,14.3,15.7,120.787,16197,0,1
Azerbaijan,Asia,2009,70.6,10.7,34.7,39.9,137.841,5024,0,1
Czechia,European Union,2009,77.1,12.3,2.9,3.5,100.7625,16161,1,0
Belarus,Rest of Europe,2013,72.5,12.0,3.5,4.6,184.4715,6111,0,1
Luxembourg,European Union,2007,79.4,11.7,2.5,3.1,78.1125,112418,1,0
Croatia,European Union,2002,74.7,9.8,6.6,7.7,120.782,9962,1,0
Bangladesh,Asia,2015,71.5,5.2,31.0,38.1,129.753,1248,0,1
Lao PDR,Asia,2009,63.8,4.5,54.0,71.7,221.876,1485,0,1
Niger,Africa,2004,52.7,1.3,82.3,181.5,284.279,398,0,1
Saudi Arabia,Middle East,2010,73.9,8.9,10.5,12.3,94.533,18568,0,1
Switzerland,Rest of Europe,2000,79.7,11.4,4.7,5.6,76.677,74013,1,0
"Venezuela, RB",South America,2007,73.0,8.1,15.0,17.4,151.3355,8454,0,1
Brazil,South America,2011,73.9,7.1,16.0,17.9,152.5765,8966,0,1
Djibouti,Africa,2012,61.4,4.0,59.3,72.2,258.4125,1559,0,1
Tanzania,Africa,2013,61.4,5.5,43.0,62.7,271.267,888,0,1
Russian Federation,Rest of Europe,2000,65.5,11.3,15.5,19.3,300.6055,5324,0,1
Benin,Africa,2009,59.0,2.8,70.9,111.3,257.297,996,0,1
Bhutan,Asia,2003,63.6,2.3,49.7,65.0,268.3975,1353,0,1
Vanuatu,Oceania,2012,69.4,6.8,24.5,29.3,138.2035,2817,0,1
Paraguay,South America,2008,72.3,7.4,23.2,27.7,155.128,4420,0,1
Cabo Verde,Africa,2005,70.4,4.3,23.5,28.1,138.181,2411,0,1
Cyprus,European Union,2002,78.3,10.2,4.8,5.6,66.799,23603,1,0
Kenya,Africa,2012,62.7,6.2,38.2,54.1,239.072,1382,0,1
Moldova,Rest of Europe,2005,67.8,10.4,17.1,20.1,231.378,1907,0,1
Angola,Africa,2014,58.8,4.9,60.5,92.9,246.0945,3207,0,1
Philippines,Asia,2007,69.4,8.9,25.7,33.0,209.3845,2251,0,1
Bolivia,South America,2004,64.8,7.1,45.4,59.6,223.692,2131,0,1
Antigua and Barbuda,Central America and Caribbean,2006,75.2,9.2,10.1,12.3,144.8485,16786,0,1
Sri Lanka,Asia,2012,75.8,10.9,8.9,10.4,115.4885,3463,0,1
Romania,European Union,2009,73.3,10.6,11.1,13.1,147.816,7889,1,0
Sierra Leone,Africa,2005,44.5,2.7,124.1,195.5,471.7,472,0,1
Suriname,South America,2010,70.5,7.7,20.6,23.1,179.6485,8942,0,1
Honduras,Central America and Caribbean,2008,72.8,5.1,21.5,25.5,157.2385,2184,0,1
Turkiye,Middle East,2001,70.6,5.6,29.0,35.3,141.1915,6076,0,1
Estonia,European Union,2008,73.8,12.3,4.3,5.5,164.1015,16608,1,0
Switzerland,Rest of Europe,2001,80.2,11.6,4.6,5.5,73.0875,74705,1,0
Tajikistan,Asia,2012,69.3,10.7,35.0,40.3,138.2825,865,0,1
Somalia,Africa,2015,55.9,2.1,83.6,134.3,308.303,386,0,1
Algeria,Africa,2014,75.9,7.9,21.9,25.5,97.277,4112,0,1
Thailand,Asia,2013,75.4,7.5,10.2,11.8,152.5305,5654,0,1
Niger,Africa,2003,52.0,1.2,86.2,193.1,286.923,411,0,1
Cyprus,European Union,2013,80.0,12.0,2.5,3.0,53.6265,22682,1,0
United Arab Emirates,Middle East,2000,74.3,8.3,9.6,11.1,98.7545,60716,0,1
Brazil,South America,2013,74.5,7.4,14.9,16.7,148.2705,9248,0,1
Uzbekistan,Asia,2015,70.9,11.4,17.3,19.3,140.815,2754,0,1
Eritrea,Africa,2011,62.7,3.9,37.9,53.1,281.703,701,0,1
Malawi,Africa,2008,52.2,3.9,56.5,94.5,454.9405,328,0,1
Cote d'Ivoire,Africa,2001,49.5,3.3,93.7,140.1,462.512,1765,0,1
Estonia,European Union,2010,75.4,12.5,3.6,4.6,135.396,14586,1,0
Canada,North America,2007,80.5,12.4,5.1,6.0,73.6155,42097,1,0
Bahrain,Middle East,2013,76.5,9.0,6.7,7.8,68.52,22079,0,1
Azerbaijan,Asia,2014,72.0,10.7,24.9,28.2,127.294,5506,0,1
Dominican Republic,Central America and Caribbean,2010,72.0,7.3,28.9,35.1,169.4285,5772,0,1
Belarus,Rest of Europe,2006,69.4,10.0,6.2,8.0,239.1545,4294,0,1
Belize,Central America and Caribbean,2000,68.8,10.1,20.0,23.6,193.722,4275,0,1
Ghana,Africa,2014,62.4,6.9,40.2,57.1,248.088,1777,0,1
"Congo, Dem. Rep.",Africa,2002,51.4,3.7,102.2,150.4,333.0325,334,0,1
Russian Federation,Rest of Europe,2008,67.9,11.4,9.0,11.2,270.024,9094,0,1
Uruguay,South America,2000,74.7,8.0,14.8,17.0,126.459,10083,0,1
Kenya,Africa,2005,54.7,5.8,48.0,76.3,402.62,1196,0,1
Latvia,European Union,2003,71.3,11.2,9.7,11.9,217.6585,8593,1,0
Cambodia,Asia,2010,66.6,4.4,37.3,43.8,194.613,892,0,1
Peru,South America,2012,75.0,8.6,13.9,17.9,128.7765,5749,0,1
Ghana,Africa,2008,60.2,6.6,50.5,75.3,263.346,1319,0,1
Argentina,South America,2006,74.6,9.0,14.4,16.1,129.945,11971,0,1
Mauritius,Africa,2004,72.3,7.0,13.5,15.8,163.0965,6243,0,1
Comoros,Africa,2013,62.9,4.7,57.2,76.9,232.3135,1261,0,1
Uruguay,South America,2015,77.4,8.7,7.6,8.9,105.685,15614,0,1
India,Asia,2004,64.1,4.7,57.8,77.8,210.2435,898,0,1
Ireland,European Union,2003,78.1,11.4,5.1,6.0,81.688,45523,1,0
Lao PDR,Asia,2008,63.3,4.4,56.3,75.4,226.723,1405,0,1
North Macedonia,Rest of Europe,2013,75.4,9.4,9.4,10.6,100.0635,4531,0,1
Oman,Middle East,2014,76.6,9.3,9.7,11.2,90.9325,18611,0,1
Paraguay,South America,2012,73.1,7.8,20.8,24.6,147.7,4803,0,1
Timor-Leste,Oceania,2005,63.9,3.3,65.7,80.9,204.4285,919,0,1
Belarus,Rest of Europe,2009,70.4,11.9,4.6,6.1,221.6415,5204,0,1
Malaysia,Asia,2014,75.3,10.1,6.8,8.0,123.1955,9601,0,1
Tonga,Oceania,2006,69.9,9.4,12.3,14.3,148.674,3839,0,1
United States,North America,2002,76.9,12.7,6.9,8.2,114.049,49095,1,0
Argentina,South America,2009,75.1,9.3,13.3,14.9,125.542,12398,0,1
Pakistan,Asia,2001,63.1,3.5,82.6,105.0,186.6995,1039,0,1
Burkina Faso,Africa,2012,58.4,1.4,64.4,112.5,271.8335,623,0,1
Philippines,Asia,2008,69.5,9.0,25.3,32.5,208.4315,2310,0,1
Greece,European Union,2001,78.4,8.8,5.2,6.0,81.3035,19312,1,0
Mauritius,Africa,2005,72.4,7.2,13.4,15.6,161.214,6316,0,1
Georgia,Rest of Europe,2011,71.8,12.2,11.6,13.0,167.4725,3357,0,1
Sierra Leone,Africa,2002,41.4,2.5,132.9,213.9,507.937,441,0,1
Saudi Arabia,Middle East,2006,73.4,7.8,13.4,15.5,100.432,18670,0,1
Bangladesh,Asia,2012,70.6,5.1,35.6,44.4,137.2305,1078,0,1
Guyana,South America,2000,65.2,7.7,37.0,46.4,230.6765,3851,0,1
Benin,Africa,2012,59.8,3.0,67.0,104.4,251.1665,1009,0,1
Somalia,Africa,2004,52.0,2.1,104.4,172.7,343.935,213,0,1
Jordan,Middle East,2000,71.7,9.5,22.5,26.8,131.69,3588,0,1
Suriname,South America,2005,68.9,7.7,23.5,26.5,197.449,7550,0,1
Ghana,Africa,2012,61.7,6.8,43.4,62.7,255.0,1686,0,1
Portugal,European Union,2000,76.3,6.8,5.5,7.2,109.6325,18795,1,0
"Gambia, The",Africa,2011,59.9,2.9,44.5,70.6,272.4825,671,0,1
Russian Federation,Rest of Europe,2007,67.6,11.4,9.6,11.9,273.832,8640,0,1
Romania,European Union,2003,71.3,9.7,17.0,20.0,168.663,5386,1,0
United States,North America,2013,78.7,13.2,6.0,7.0,104.681,54831,1,0
Libya,Africa,2010,72.0,7.3,14.2,16.6,135.3795,13539,0,1
China,Asia,2002,72.1,6.6,25.6,31.5,106.982,2558,0,1
Tonga,Oceania,2013,70.3,11.0,10.9,12.6,137.313,4160,0,1
Papua New Guinea,Oceania,2000,59.3,3.3,53.6,71.1,274.1065,1884,0,1
Timor-Leste,Oceania,2007,65.6,3.5,58.8,71.6,174.443,933,0,1
Mali,Africa,2011,55.7,2.0,74.6,125.6,283.9665,732,0,1
Ethiopia,Africa,2006,57.3,2.0,66.1,102.8,322.4755,335,0,1
Mozambique,Africa,2005,50.4,2.9,86.9,132.0,419.3965,384,0,1
Netherlands,European Union,2010,80.7,12.0,3.7,4.4,64.5455,44391,1,0
Bahrain,Middle East,2001,74.6,8.4,10.3,12.0,86.116,22698,0,1
Chile,South America,2015,79.6,10.3,6.7,7.9,88.8665,13495,0,1
Brunei Darussalam,Asia,2002,73.3,8.4,7.9,9.8,101.907,34927,0,1
Germany,European Union,2015,80.6,14.1,3.3,3.9,71.312,41103,1,0
Luxembourg,European Union,2005,79.4,11.3,2.8,3.4,79.786,101222,1,0
Argentina,South America,2007,74.8,8.9,14.0,15.7,128.4145,12919,0,1
Estonia,European Union,2011,76.2,12.5,3.3,4.2,137.323,15693,1,0
Singapore,Asia,2004,79.5,10.2,2.4,3.0,69.3965,39857,0,1
Bulgaria,European Union,2005,72.6,10.2,11.0,13.3,155.837,5231,1,0
Sweden,European Union,2001,79.8,11.5,3.4,4.1,71.28,41601,1,0
Guinea,Africa,2009,56.3,1.6,75.9,120.3,295.2,673,0,1
Sweden,European Union,2000,79.6,11.4,3.4,4.1,71.72,41117,1,0
Ecuador,South America,2006,74.3,7.3,19.2,22.6,143.277,5023,0,1
Uzbekistan,Asia,2009,69.4,10.5,27.5,31.3,162.9475,2038,0,1
China,Asia,2000,71.4,6.5,29.9,36.7,112.89,2194,0,1
Solomon Islands,Oceania,2002,68.2,4.7,25.1,30.1,214.212,1644,0,1
Afghanistan,Asia,2007,59.4,2.9,71.9,99.9,264.6415,393,0,1
Tunisia,Africa,2013,75.6,6.8,15.0,17.5,94.3265,4016,0,1
Guinea,Africa,2014,59.0,2.6,69.5,109.2,269.2475,760,0,1
Jordan,Middle East,2013,73.9,9.9,15.8,18.4,112.171,4275,0,1
Eswatini,Africa,2010,46.6,5.7,54.7,85.5,507.805,3304,0,1
Samoa,Oceania,2005,70.4,9.4,16.5,19.3,152.911,3897,0,1
Uzbekistan,Asia,2002,67.6,9.4,45.7,53.9,188.7425,1349,0,1
Ghana,Africa,2006,59.2,6.5,53.5,80.6,272.4865,1220,0,1
Angola,Africa,2000,46.5,4.4,121.5,204.4,371.4315,1832,0,1
Nepal,Asia,2010,67.6,3.3,36.6,45.9,177.189,730,0,1
"Congo, Rep.",Africa,2007,57.5,5.9,49.8,74.0,343.5545,2047,0,1
Spain,European Union,2014,83.2,9.7,2.8,3.4,57.9985,24772,1,0
Poland,European Union,2009,75.7,12.1,5.5,6.3,135.045,10437,1,0
Liberia,Africa,2015,62.3,4.4,64.4,88.3,241.0125,722,0,1
Saudi Arabia,Middle East,2008,73.6,8.3,11.9,13.8,97.655,19118,0,1
Belize,Central America and Caribbean,2011,72.6,10.5,15.7,18.3,181.527,4730,0,1
Angola,Africa,2011,56.3,4.7,71.5,112.5,261.2865,2988,0,1
Cote d'Ivoire,Africa,2009,52.3,4.1,76.6,109.9,423.638,1616,0,1
Guyana,South America,2012,68.6,8.3,29.4,35.9,213.861,5339,0,1
Bolivia,South America,2014,69.9,8.5,26.6,33.0,187.265,2939,0,1
Georgia,Rest of Europe,2007,70.8,12.1,17.1,19.1,180.6545,2901,0,1
Denmark,European Union,2015,80.7,12.5,3.5,4.1,67.171,53255,1,0
Greece,European Union,2003,78.8,9.3,4.6,5.2,79.9905,21105,1,0
Eswatini,Africa,2008,44.2,5.4,61.1,101.9,555.8025,3179,0,1
Hungary,European Union,2006,73.1,11.1,6.1,7.2,176.8035,11747,1,0
Lao PDR,Asia,2002,59.9,4.0,71.3,98.9,262.1635,1016,0,1
Rwanda,Africa,2015,67.5,4.0,34.6,47.7,203.574,751,0,1
Tanzania,Africa,2004,53.6,4.5,61.9,99.9,412.161,663,0,1
Thailand,Asia,2011,74.6,7.5,11.2,13.0,157.2635,5182,0,1
Hungary,European Union,2005,72.6,10.9,6.4,7.5,181.871,11283,1,0
Botswana,Africa,2010,60.2,8.9,39.5,51.4,361.955,5642,0,1
Norway,Rest of Europe,2007,80.4,12.6,3.0,3.7,67.0805,75624,1,0
Somalia,Africa,2014,55.5,2.1,85.9,138.4,312.486,346,0,1
Greece,European Union,2007,79.4,10.0,3.6,4.1,78.1635,24073,1,0
Kenya,Africa,2001,51.1,5.4,57.8,94.2,484.2665,1157,0,1
Vanuatu,Oceania,2014,69.7,6.8,24.1,28.8,133.54,2759,0,1
North Macedonia,Rest of Europe,2007,73.8,8.5,10.9,12.3,112.9495,4018,0,1
Niger,Africa,2011,58.1,1.5,59.3,114.5,264.2335,437,0,1
Japan,Asia,2010,82.8,11.5,2.4,3.2,62.1335,32942,1,0
Syrian Arab Republic,Middle East,2001,73.4,4.8,18.9,22.1,121.421,1326,0,1
Ethiopia,Africa,2001,52.6,1.6,83.8,134.6,386.2285,276,0,1
Paraguay,South America,2001,70.8,6.2,27.4,33.1,167.8405,3797,0,1
"Bahamas, The",Central America and Caribbean,2002,72.0,10.9,14.1,16.5,184.93,36548,0,1
Comoros,Africa,2002,59.6,3.0,72.0,100.1,269.966,1186,0,1
Eritrea,Africa,2004,57.9,3.7,47.8,70.5,348.2365,772,0,1
Belize,Central America and Caribbean,2007,70.6,10.4,17.3,20.3,181.755,4828,0,1
Cuba,Central America and Caribbean,2011,78.4,11.3,5.0,6.2,94.0575,6942,0,1
"Micronesia, Fed. Sts.",Oceania,2014,67.2,8.0,24.9,29.9,166.2535,2815,0,1
Chad,Africa,2007,49.3,1.7,89.2,159.6,398.4555,656,0,1
"Egypt, Arab Rep.",Africa,2006,69.6,5.8,28.2,34.2,168.835,2971,0,1
Morocco,Africa,2008,73.5,4.1,30.1,35.0,91.2925,2402,0,1
Mongolia,Asia,2004,64.7,8.5,35.9,44.9,256.5495,1952,0,1
Trinidad and Tobago,Central America and Caribbean,2004,70.4,9.8,23.5,26.4,187.6595,14556,0,1
Russian Federation,Rest of Europe,2012,70.1,11.7,7.9,9.8,228.0705,9476,0,1
Burkina Faso,Africa,2007,54.8,1.3,75.4,139.5,294.591,540,0,1
Malta,European Union,2006,79.4,9.8,6.0,6.9,58.798,18522,1,0
Turkiye,Middle East,2008,73.6,6.3,17.9,20.9,120.8415,8451,0,1
Lithuania,European Union,2001,71.7,10.9,8.2,10.3,210.133,6899,1,0
Mauritius,Africa,2008,72.6,7.8,12.7,14.9,155.438,7286,0,1
Mauritius,Africa,2015,74.4,9.1,12.8,14.5,144.3615,9260,0,1
Sweden,European Union,2007,80.9,12.5,2.7,3.3,62.5915,49145,1,0
Comoros,Africa,2000,59.5,3.0,72.4,100.6,271.363,1190,0,1
China,Asia,2004,72.7,6.8,21.4,26.3,104.0095,3062,0,1
Mauritius,Africa,2011,73.3,8.5,12.6,14.6,149.406,8124,0,1
Sri Lanka,Asia,2014,76.1,10.9,7.9,9.3,111.2825,3694,0,1
Azerbaijan,Asia,2006,69.3,10.7,41.5,48.6,146.13,3501,0,1
Libya,Africa,2000,70.9,5.6,24.1,28.1,144.2975,10747,0,1
Cabo Verde,Africa,2011,71.2,5.3,21.3,25.2,132.5345,3091,0,1
Denmark,European Union,2007,78.2,12.5,3.8,4.5,92.724,53936,1,0
Albania,Rest of Europe,2003,74.8,9.0,20.4,23.0,86.2855,2381,0,1
Turkmenistan,Asia,2002,64.1,9.9,51.9,62.2,230.952,2345,0,1
Guatemala,Central America and Caribbean,2002,68.7,3.8,38.1,48.1,200.3665,3240,0,1
Namibia,Africa,2006,51.6,6.0,37.3,65.4,499.055,3875,0,1
Lao PDR,Asia,2003,60.5,4.1,68.7,94.8,256.0445,1061,0,1
Chile,South America,2009,78.6,9.9,7.5,8.8,96.76,11200,0,1
Albania,Rest of Europe,2008,75.9,9.2,14.1,15.8,82.1105,3298,0,1
"Venezuela, RB",South America,2000,72.1,6.4,18.4,21.6,160.565,4842,0,1
Turkiye,Middle East,2005,72.4,6.0,22.0,26.2,128.5785,7739,0,1
United Kingdom,Rest of Europe,2004,78.7,12.1,5.2,6.1,80.819,42337,1,0
Kuwait,Middle East,2013,74.9,6.7,7.9,9.2,60.4675,32136,0,1
Kenya,Africa,2002,51.6,5.5,55.5,89.8,488.1705,1132,0,1
China,Asia,2001,71.7,6.5,27.8,34.1,109.9355,2360,0,1
Singapore,Asia,2001,78.3,9.2,2.8,3.6,76.5795,33598,0,1
Mozambique,Africa,2011,53.0,3.2,68.8,100.5,375.404,502,0,1
Peru,South America,2011,74.7,9.1,14.6,18.8,130.5225,5461,0,1
Chad,Africa,2008,49.8,1.8,87.5,155.7,393.0275,654,0,1
Fiji,Oceania,2011,66.8,9.8,20.0,23.6,194.092,4627,0,1
Chile,South America,2004,77.4,9.6,7.9,9.3,102.465,9748,0,1
Solomon Islands,Oceania,2011,71.0,5.2,21.6,25.6,163.8705,2195,0,1
Equatorial Guinea,Africa,2000,53.3,5.4,107.1,155.7,333.2235,4454,0,1
Panama,Central America and Caribbean,2005,75.9,9.0,19.5,22.9,124.8655,7815,0,1
St. Lucia,Central America and Caribbean,2002,73.6,7.2,15.6,18.2,172.154,8896,0,1
Tanzania,Africa,2007,55.9,4.9,52.9,83.8,360.726,745,0,1
Guatemala,Central America and Caribbean,2009,71.1,4.6,29.7,36.3,181.3355,3570,0,1
United Arab Emirates,Middle East,2012,76.7,10.2,7.0,8.2,71.693,33997,0,1
Chad,Africa,2003,48.1,1.4,95.3,173.8,410.124,465,0,1
South Africa,Africa,2000,56.0,8.8,47.7,71.5,434.1365,4930,0,1
Suriname,South America,2001,67.9,7.7,26.6,30.1,211.342,6387,0,1
Fiji,Oceania,2010,66.7,9.6,20.0,23.6,196.8,4524,0,1
Maldives,Asia,2006,74.1,3.6,16.5,19.3,86.81,8110,0,1
Afghanistan,Asia,2009,60.5,3.1,66.7,91.7,254.9705,473,0,1
Israel,Middle East,2001,79.4,12.1,5.4,6.6,76.0075,28107,1,0
Senegal,Africa,2008,62.9,2.4,46.1,74.3,223.3005,1143,0,1
Iraq,Middle East,2014,69.7,6.6,25.5,30.7,164.663,4628,0,1
Algeria,Africa,2002,71.6,6.3,32.4,37.8,131.915,3298,0,1
Philippines,Asia,2000,68.8,7.6,28.7,37.7,215.3515,1831,0,1
Iraq,Middle East,2013,69.4,6.6,26.3,31.7,166.4095,4794,0,1
Syrian Arab Republic,Middle East,2012,70.6,6.3,23.4,37.0,189.3795,1347,0,1
Mozambique,Africa,2000,48.9,2.2,112.4,170.4,436.473,295,0,1
Kyrgyz Republic,Asia,2013,70.2,10.7,22.0,24.7,177.8395,1081,0,1
Kazakhstan,Asia,2013,70.6,11.6,13.0,14.6,205.077,10264,0,1
Central African Republic,Africa,2007,45.6,3.4,103.7,155.6,505.4205,479,0,1
Central African Republic,Africa,2009,46.7,3.5,100.6,148.9,484.5165,514,0,1
Guyana,South America,2002,65.8,7.8,35.4,44.2,227.6695,3994,0,1
Papua New Guinea,Oceania,2015,63.5,4.3,40.2,51.0,225.4075,2679,0,1
Romania,European Union,2010,73.5,10.7,10.5,12.4,143.7705,7626,1,0
Israel,Middle East,2003,79.6,12.2,4.9,6.1,72.394,27311,1,0
Kyrgyz Republic,Asia,2011,69.6,10.6,24.5,27.7,191.338,1011,0,1
Singapore,Asia,2015,82.7,11.5,2.2,2.7,50.9615,55647,0,1
Uzbekistan,Asia,2014,70.7,11.3,18.6,20.8,143.1235,2614,0,1
Malawi,Africa,2009,53.9,4.1,54.5,89.4,422.591,346,0,1
Canada,North America,2006,80.3,12.3,5.2,6.0,73.8445,39776,1,0
Iraq,Middle East,2012,69.1,6.6,27.1,32.8,168.1555,4631,0,1
Portugal,European Union,2005,78.1,7.5,3.6,4.6,99.147,19224,1,0
India,Asia,2006,64.9,4.9,53.6,71.1,204.132,1015,0,1
Nepal,Asia,2012,68.4,4.0,33.5,41.5,167.6235,791,0,1
Norway,Rest of Europe,2011,81.3,12.8,2.5,3.1,64.761,72195,1,0
Fiji,Oceania,2004,66.2,9.3,19.4,22.8,212.551,4559,0,1
Botswana,Africa,2007,55.0,8.5,39.5,58.6,438.6405,5612,0,1
